PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Cabin,Embarked,Fareplus
651,0,3,1,,0,0,0,3,0
652,1,2,0,18.0,0,1,0,3,2
653,0,3,1,21.0,0,0,0,3,0
654,1,3,0,,0,0,0,2,0
655,0,3,0,18.0,0,0,0,2,0
656,0,2,1,24.0,2,0,0,3,7
657,0,3,1,,0,0,0,3,0
658,0,3,0,32.0,1,1,0,2,1
659,0,2,1,23.0,0,0,0,3,1
660,0,1,1,58.0,0,2,4,1,11
661,1,1,1,50.0,2,0,0,3,13
662,0,3,1,40.0,0,0,0,1,0
663,0,1,1,47.0,0,0,5,3,2
664,0,3,1,36.0,0,0,0,3,0
665,1,3,1,20.0,1,0,0,3,0
666,0,2,1,32.0,2,0,0,3,7
667,0,2,1,25.0,0,0,0,3,1
668,0,3,1,,0,0,0,3,0
669,0,3,1,43.0,0,0,0,3,0
670,1,1,0,,1,0,3,3,5
671,1,2,0,40.0,1,1,0,3,3
672,0,1,1,31.0,1,0,2,3,5
673,0,2,1,70.0,0,0,0,3,1
674,1,2,1,31.0,0,0,0,3,1
675,0,2,1,,0,0,0,3,0
676,0,3,1,18.0,0,0,0,3,0
677,0,3,1,24.5,0,0,0,3,0
678,1,3,0,18.0,0,0,0,3,0
679,0,3,0,43.0,1,6,0,3,4
680,1,1,1,36.0,0,1,2,1,21
681,0,3,0,,0,0,0,2,0
682,1,1,1,27.0,0,0,4,1,7
683,0,3,1,20.0,0,0,0,3,0
684,0,3,1,14.0,5,2,0,3,4
685,0,2,1,60.0,1,1,0,3,3
686,0,2,1,25.0,1,2,0,1,4
687,0,3,1,14.0,4,1,0,3,3
688,0,3,1,19.0,0,0,0,3,1
689,0,3,1,18.0,0,0,0,3,0
690,1,1,0,15.0,0,1,2,3,17
691,1,1,1,31.0,1,0,2,3,5
692,1,3,0,4.0,0,1,0,1,1
693,1,3,1,,0,0,0,3,5
694,0,3,1,25.0,0,0,0,1,0
695,0,1,1,60.0,0,0,0,3,2
696,0,2,1,52.0,0,0,0,3,1
697,0,3,1,44.0,0,0,0,3,0
698,1,3,0,,0,0,0,2,0
699,0,1,1,49.0,1,1,3,1,11
700,0,3,1,42.0,0,0,6,3,0
701,1,1,0,18.0,1,0,3,1,18
702,1,1,1,35.0,0,0,5,3,2
703,0,3,0,18.0,0,1,0,1,1
704,0,3,1,25.0,0,0,0,2,0
705,0,3,1,26.0,1,0,0,3,0
706,0,2,1,39.0,0,0,0,3,2
707,1,2,0,45.0,0,0,0,3,1
708,1,1,1,42.0,0,0,5,3,2
709,1,1,0,22.0,0,0,0,3,15
710,1,3,1,,1,1,0,1,1
711,1,1,0,24.0,0,0,3,1,4
712,0,1,1,,0,0,3,3,2
713,1,1,1,48.0,1,0,3,3,5
714,0,3,1,29.0,0,0,0,3,0
715,0,2,1,52.0,0,0,0,3,1
716,0,3,1,19.0,0,0,6,3,0
717,1,1,0,38.0,0,0,3,1,18
718,1,2,0,27.0,0,0,5,3,1
719,0,3,1,,0,0,0,2,1
720,0,3,1,33.0,0,0,0,3,0
721,1,2,0,6.0,0,1,0,3,3
722,0,3,1,17.0,1,0,0,3,0
723,0,2,1,34.0,0,0,0,3,1
724,0,2,1,50.0,0,0,0,3,1
725,1,1,1,27.0,1,0,5,3,5
726,0,3,1,20.0,0,0,0,3,0
727,1,2,0,30.0,3,0,0,3,2
728,1,3,0,,0,0,0,2,0
729,0,2,1,25.0,1,0,0,3,2
730,0,3,0,25.0,1,0,0,3,0
731,1,1,0,29.0,0,0,2,3,17
732,0,3,1,11.0,0,0,0,1,1
733,0,2,1,,0,0,0,3,0
734,0,2,1,23.0,0,0,0,3,1
735,0,2,1,23.0,0,0,0,3,1
736,0,3,1,28.5,0,0,0,3,1
737,0,3,0,48.0,1,3,0,3,3
738,1,1,1,35.0,0,0,2,1,21
739,0,3,1,,0,0,0,3,0
740,0,3,1,,0,0,0,3,0
741,1,1,1,,0,0,4,3,3
742,0,1,1,36.0,1,0,3,3,7
743,1,1,0,21.0,2,2,2,1,20
744,0,3,1,24.0,1,0,0,3,1
745,1,3,1,31.0,0,0,0,3,0
746,0,1,1,70.0,1,1,2,3,7
747,0,3,1,16.0,1,1,0,3,2
748,1,2,0,30.0,0,0,0,3,1
749,0,1,1,19.0,1,0,4,3,5
750,0,3,1,31.0,0,0,0,2,0
751,1,2,0,4.0,1,1,0,3,2
752,1,3,1,6.0,0,1,5,3,1
753,0,3,1,33.0,0,0,0,3,0
754,0,3,1,23.0,0,0,0,3,0
755,1,2,0,48.0,1,2,0,3,6
756,1,2,1,0.67,1,1,0,3,1
757,0,3,1,28.0,0,0,0,3,0
758,0,2,1,18.0,0,0,0,3,1
759,0,3,1,34.0,0,0,0,3,0
760,1,1,0,33.0,0,0,2,3,8
761,0,3,1,,0,0,0,3,1
762,0,3,1,41.0,0,0,0,3,0
763,1,3,1,20.0,0,0,0,1,0
764,1,1,0,36.0,1,2,2,3,12
765,0,3,1,16.0,0,0,0,3,0
766,1,1,0,51.0,1,0,4,3,7
767,0,1,1,,0,0,0,1,3
768,0,3,0,30.5,0,0,0,2,0
769,0,3,1,,1,0,0,2,2
770,0,3,1,32.0,0,0,0,3,0
771,0,3,1,24.0,0,0,0,3,0
772,0,3,1,48.0,0,0,0,3,0
773,0,2,0,57.0,0,0,5,3,1
774,0,3,1,,0,0,0,1,0
775,1,2,0,54.0,1,3,0,3,2
776,0,3,1,18.0,0,0,0,3,0
777,0,3,1,,0,0,6,2,0
778,1,3,0,5.0,0,0,0,3,1
779,0,3,1,,0,0,0,2,0
780,1,1,0,43.0,0,1,2,3,17
781,1,3,0,13.0,0,0,0,1,0
782,1,1,0,17.0,1,0,2,3,5
783,0,1,1,29.0,0,0,4,3,3
784,0,3,1,,1,2,0,3,2
785,0,3,1,25.0,0,0,0,3,0
786,0,3,1,25.0,0,0,0,3,0
787,1,3,0,18.0,0,0,0,3,0
788,0,3,1,8.0,4,1,0,2,2
789,1,3,1,1.0,1,2,0,3,2
790,0,1,1,46.0,0,0,2,1,7
791,0,3,1,,0,0,0,2,0
792,0,2,1,16.0,0,0,0,3,2
793,0,3,0,,8,2,0,3,6
794,0,1,1,,0,0,0,1,3
795,0,3,1,25.0,0,0,0,3,0
796,0,2,1,39.0,0,0,0,3,1
797,1,1,0,49.0,0,0,4,3,2
798,1,3,0,31.0,0,0,0,3,0
799,0,3,1,30.0,0,0,0,1,0
800,0,3,0,30.0,1,1,0,3,2
801,0,2,1,34.0,0,0,0,3,1
802,1,2,0,31.0,1,1,0,3,2
803,1,1,1,11.0,1,2,2,3,12
804,1,3,1,0.42,0,1,0,1,0
805,1,3,1,27.0,0,0,0,3,0
806,0,3,1,31.0,0,0,0,3,0
807,0,1,1,39.0,0,0,1,3,0
808,0,3,0,18.0,0,0,0,3,0
809,0,2,1,39.0,0,0,0,3,1
810,1,1,0,33.0,1,0,5,3,5
811,0,3,1,26.0,0,0,0,3,0
812,0,3,1,39.0,0,0,0,3,2
813,0,2,1,35.0,0,0,0,3,1
814,0,3,0,6.0,4,2,0,3,3
815,0,3,1,30.5,0,0,0,3,0
816,0,1,1,,0,0,2,3,0
817,0,3,0,23.0,0,0,0,3,0
818,0,2,1,31.0,1,1,0,1,3
819,0,3,1,43.0,0,0,0,3,0
820,0,3,1,10.0,3,2,0,3,2
821,1,1,0,52.0,1,1,2,3,9
822,1,3,1,27.0,0,0,0,3,0
823,0,1,1,38.0,0,0,0,3,0
824,1,3,0,27.0,0,1,5,3,1
825,0,3,1,2.0,4,1,0,3,3
826,0,3,1,,0,0,0,2,0
827,0,3,1,,0,0,0,3,5
828,1,2,1,1.0,0,2,0,1,3
829,1,3,1,,0,0,0,2,0
830,1,1,0,62.0,0,0,2,0,8
831,1,3,0,15.0,1,0,0,1,1
832,1,2,1,0.83,1,1,0,3,1
833,0,3,1,,0,0,0,1,0
834,0,3,1,23.0,0,0,0,3,0
835,0,3,1,18.0,0,0,0,3,0
836,1,1,0,39.0,1,1,5,1,8
837,0,3,1,21.0,0,0,0,3,0
838,0,3,1,,0,0,0,3,0
839,1,3,1,32.0,0,0,0,3,5
840,1,1,1,,0,0,3,1,2
841,0,3,1,20.0,0,0,0,3,0
842,0,2,1,16.0,0,0,0,3,1
843,1,1,0,30.0,0,0,0,1,3
844,0,3,1,34.5,0,0,0,1,0
845,0,3,1,17.0,0,0,0,3,0
846,0,3,1,42.0,0,0,0,3,0
847,0,3,1,,8,2,0,3,6
848,0,3,1,35.0,0,0,0,1,0
849,0,2,1,28.0,0,1,0,3,3
850,1,1,0,,1,0,3,1,8
851,0,3,1,4.0,4,2,0,3,3
852,0,3,1,74.0,0,0,0,3,0
853,0,3,0,9.0,1,1,0,1,1
854,1,1,0,16.0,0,1,4,3,3
855,0,2,0,44.0,1,0,0,3,2
856,1,3,0,18.0,0,1,0,3,0
857,1,1,0,45.0,1,1,0,3,16
858,1,1,1,51.0,0,0,5,3,2
859,1,3,0,24.0,0,3,0,1,1
860,0,3,1,,0,0,0,1,0
861,0,3,1,41.0,2,0,0,3,1
862,0,2,1,21.0,1,0,0,3,1
863,1,1,0,48.0,0,0,4,3,2
864,0,3,0,,8,2,0,3,6
865,0,2,1,24.0,0,0,0,3,1
866,1,2,0,42.0,0,0,0,3,1
867,1,2,0,27.0,1,0,0,1,1
868,0,1,1,31.0,0,0,1,3,5
869,0,3,1,,0,0,0,3,0
870,1,3,1,4.0,1,1,0,3,1
871,0,3,1,26.0,0,0,0,3,0
872,1,1,0,47.0,1,1,4,3,5
873,0,1,1,33.0,0,0,2,3,0
874,0,3,1,47.0,0,0,0,3,0
875,1,2,0,28.0,1,0,0,1,2
876,1,3,0,15.0,0,0,0,1,0
877,0,3,1,20.0,0,0,0,3,0
878,0,3,1,19.0,0,0,0,3,0
879,0,3,1,,0,0,0,3,0
880,1,1,0,56.0,0,1,3,1,8
881,1,2,0,25.0,0,1,0,3,2
882,0,3,1,33.0,0,0,0,3,0
883,0,3,0,22.0,0,0,0,3,1
884,0,2,1,28.0,0,0,0,3,1
885,0,3,1,25.0,0,0,0,3,0
886,0,3,0,39.0,0,5,0,2,2
887,0,2,1,27.0,0,0,0,3,1
888,1,1,0,19.0,0,0,2,3,3
889,0,3,0,,1,2,0,3,2
890,1,1,1,26.0,0,0,3,1,3
891,0,3,1,32.0,0,0,0,2,0
