PassengerId,Survived,Pclass,Sex,SibSp,Parch,Cabin,Embarked,Fareplus,Ageplus
696,0,2,1,0,0,0,3,1,5
697,0,3,1,0,0,0,3,0,4
698,1,3,0,0,0,0,2,0,3
699,0,1,1,1,1,3,1,11,4
700,0,3,1,0,0,6,3,0,4
701,1,1,0,1,0,3,1,18,1
702,1,1,1,0,0,5,3,2,3
703,0,3,0,0,1,0,1,1,1
704,0,3,1,0,0,0,2,0,2
705,0,3,1,1,0,0,3,0,2
706,0,2,1,0,0,0,3,2,3
707,1,2,0,0,0,0,3,1,4
708,1,1,1,0,0,5,3,2,4
709,1,1,0,0,0,0,3,15,2
710,1,3,1,1,1,0,1,1,5
711,1,1,0,0,0,3,1,4,2
712,0,1,1,0,0,3,3,2,4
713,1,1,1,1,0,3,3,5,4
714,0,3,1,0,0,0,3,0,2
715,0,2,1,0,0,0,3,1,5
716,0,3,1,0,0,6,3,0,1
717,1,1,0,0,0,3,1,18,3
718,1,2,0,0,0,5,3,1,2
719,0,3,1,0,0,0,2,1,3
720,0,3,1,0,0,0,3,0,3
721,1,2,0,0,1,0,3,3,0
722,0,3,1,1,0,0,3,0,1
723,0,2,1,0,0,0,3,1,3
724,0,2,1,0,0,0,3,1,5
725,1,1,1,1,0,5,3,5,2
726,0,3,1,0,0,0,3,0,2
727,1,2,0,3,0,0,3,2,3
728,1,3,0,0,0,0,2,0,3
729,0,2,1,1,0,0,3,2,2
730,0,3,0,1,0,0,3,0,2
731,1,1,0,0,0,2,3,17,2
732,0,3,1,0,0,0,1,1,1
733,0,2,1,0,0,0,3,0,4
734,0,2,1,0,0,0,3,1,2
735,0,2,1,0,0,0,3,1,2
736,0,3,1,0,0,0,3,1,2
737,0,3,0,1,3,0,3,3,4
738,1,1,1,0,0,2,1,21,3
739,0,3,1,0,0,0,3,0,3
740,0,3,1,0,0,0,3,0,3
741,1,1,1,0,0,4,3,3,5
742,0,1,1,1,0,3,3,7,3
743,1,1,0,2,2,2,1,20,2
744,0,3,1,1,0,0,3,1,2
745,1,3,1,0,0,0,3,0,3
746,0,1,1,1,1,2,3,7,7
747,0,3,1,1,1,0,3,2,1
748,1,2,0,0,0,0,3,1,3
749,0,1,1,1,0,4,3,5,1
750,0,3,1,0,0,0,2,0,3
751,1,2,0,1,1,0,3,2,0
752,1,3,1,0,1,5,3,1,0
753,0,3,1,0,0,0,3,0,3
754,0,3,1,0,0,0,3,0,2
755,1,2,0,1,2,0,3,6,4
756,1,2,1,1,1,0,3,1,0
757,0,3,1,0,0,0,3,0,2
758,0,2,1,0,0,0,3,1,1
759,0,3,1,0,0,0,3,0,3
760,1,1,0,0,0,2,3,8,3
761,0,3,1,0,0,0,3,1,4
762,0,3,1,0,0,0,3,0,4
763,1,3,1,0,0,0,1,0,2
764,1,1,0,1,2,2,3,12,3
765,0,3,1,0,0,0,3,0,1
766,1,1,0,1,0,4,3,7,5
767,0,1,1,0,0,0,1,3,5
768,0,3,0,0,0,0,2,0,3
769,0,3,1,1,0,0,2,2,4
770,0,3,1,0,0,0,3,0,3
771,0,3,1,0,0,0,3,0,2
772,0,3,1,0,0,0,3,0,4
773,0,2,0,0,0,5,3,1,5
774,0,3,1,0,0,0,1,0,3
775,1,2,0,1,3,0,3,2,5
776,0,3,1,0,0,0,3,0,1
777,0,3,1,0,0,6,2,0,5
778,1,3,0,0,0,0,3,1,0
779,0,3,1,0,0,0,2,0,5
780,1,1,0,0,1,2,3,17,4
781,1,3,0,0,0,0,1,0,1
782,1,1,0,1,0,2,3,5,1
783,0,1,1,0,0,4,3,3,2
784,0,3,1,1,2,0,3,2,3
785,0,3,1,0,0,0,3,0,2
786,0,3,1,0,0,0,3,0,2
787,1,3,0,0,0,0,3,0,1
788,0,3,1,4,1,0,2,2,0
789,1,3,1,1,2,0,3,2,0
790,0,1,1,0,0,2,1,7,4
791,0,3,1,0,0,0,2,0,4
792,0,2,1,0,0,0,3,2,1
793,0,3,0,8,2,0,3,6,4
794,0,1,1,0,0,0,1,3,3
795,0,3,1,0,0,0,3,0,2
796,0,2,1,0,0,0,3,1,3
797,1,1,0,0,0,4,3,2,4
798,1,3,0,0,0,0,3,0,3
799,0,3,1,0,0,0,1,0,3
800,0,3,0,1,1,0,3,2,3
801,0,2,1,0,0,0,3,1,3
802,1,2,0,1,1,0,3,2,3
803,1,1,1,1,2,2,3,12,1
804,1,3,1,0,1,0,1,0,0
805,1,3,1,0,0,0,3,0,2
806,0,3,1,0,0,0,3,0,3
807,0,1,1,0,0,1,3,0,3
808,0,3,0,0,0,0,3,0,1
809,0,2,1,0,0,0,3,1,3
810,1,1,0,1,0,5,3,5,3
811,0,3,1,0,0,0,3,0,2
812,0,3,1,0,0,0,3,2,3
813,0,2,1,0,0,0,3,1,3
814,0,3,0,4,2,0,3,3,0
815,0,3,1,0,0,0,3,0,3
816,0,1,1,0,0,2,3,0,4
817,0,3,0,0,0,0,3,0,2
818,0,2,1,1,1,0,1,3,3
819,0,3,1,0,0,0,3,0,4
820,0,3,1,3,2,0,3,2,1
821,1,1,0,1,1,2,3,9,5
822,1,3,1,0,0,0,3,0,2
823,0,1,1,0,0,0,3,0,3
824,1,3,0,0,1,5,3,1,2
825,0,3,1,4,1,0,3,3,0
826,0,3,1,0,0,0,2,0,3
827,0,3,1,0,0,0,3,5,5
828,1,2,1,0,2,0,1,3,0
829,1,3,1,0,0,0,2,0,5
830,1,1,0,0,0,2,0,8,6
831,1,3,0,1,0,0,1,1,1
832,1,2,1,1,1,0,3,1,0
833,0,3,1,0,0,0,1,0,4
834,0,3,1,0,0,0,3,0,2
835,0,3,1,0,0,0,3,0,1
836,1,1,0,1,1,5,1,8,3
837,0,3,1,0,0,0,3,0,2
838,0,3,1,0,0,0,3,0,4
839,1,3,1,0,0,0,3,5,3
840,1,1,1,0,0,3,1,2,6
841,0,3,1,0,0,0,3,0,2
842,0,2,1,0,0,0,3,1,1
843,1,1,0,0,0,0,1,3,3
844,0,3,1,0,0,0,1,0,3
845,0,3,1,0,0,0,3,0,1
846,0,3,1,0,0,0,3,0,4
847,0,3,1,8,2,0,3,6,4
848,0,3,1,0,0,0,1,0,3
849,0,2,1,0,1,0,3,3,2
850,1,1,0,1,0,3,1,8,4
851,0,3,1,4,2,0,3,3,0
852,0,3,1,0,0,0,3,0,7
853,0,3,0,1,1,0,1,1,0
854,1,1,0,0,1,4,3,3,1
855,0,2,0,1,0,0,3,2,4
856,1,3,0,0,1,0,3,0,1
857,1,1,0,1,1,0,3,16,4
858,1,1,1,0,0,5,3,2,5
859,1,3,0,0,3,0,1,1,2
860,0,3,1,0,0,0,1,0,3
861,0,3,1,2,0,0,3,1,4
862,0,2,1,1,0,0,3,1,2
863,1,1,0,0,0,4,3,2,4
864,0,3,0,8,2,0,3,6,4
865,0,2,1,0,0,0,3,1,2
866,1,2,0,0,0,0,3,1,4
867,1,2,0,1,0,0,1,1,2
868,0,1,1,0,0,1,3,5,3
869,0,3,1,0,0,0,3,0,3
870,1,3,1,1,1,0,3,1,0
871,0,3,1,0,0,0,3,0,2
872,1,1,0,1,1,4,3,5,4
873,0,1,1,0,0,2,3,0,3
874,0,3,1,0,0,0,3,0,4
875,1,2,0,1,0,0,1,2,2
876,1,3,0,0,0,0,1,0,1
877,0,3,1,0,0,0,3,0,2
878,0,3,1,0,0,0,3,0,1
879,0,3,1,0,0,0,3,0,3
880,1,1,0,0,1,3,1,8,5
881,1,2,0,0,1,0,3,2,2
882,0,3,1,0,0,0,3,0,3
883,0,3,0,0,0,0,3,1,2
884,0,2,1,0,0,0,3,1,2
885,0,3,1,0,0,0,3,0,2
886,0,3,0,0,5,0,2,2,3
887,0,2,1,0,0,0,3,1,2
888,1,1,0,0,0,2,3,3,1
889,0,3,0,1,2,0,3,2,3
890,1,1,1,0,0,3,1,3,2
891,0,3,1,0,0,0,2,0,3
